brand,category,product_type,skin_type,sensitivity,rating,price,product
Sephora,Makeup,Face Powder,Oily,Yes,2.6,72.13,Sephora Face Powder Edition C5
Estee Lauder,Skincare,Face Cream,Oily,No,3.8,55.86,Estee Lauder Face Cream Edition C6
NARS,Skincare,Face Powder,Oily,Yes,1.8,65.36,NARS Face Powder Edition E1
L'Oreal,Makeup,Body Lotion,Dry,Yes,3.6,23.67,L'Oreal Body Lotion Edition B6
Dior,Skincare,Face Cream,Normal,No,2,25.12,Dior Face Cream Edition E1
L'Oreal,Skincare,Sunscreen,Normal,No,4.5,8.94,L'Oreal Sunscreen SPF70 Edition B4
Clinique,Skincare,Foundation,Dry,No,4.6,35.6,Clinique Foundation Edition B9
Maybelline,Makeup,Body Lotion,Normal,Yes,2.2,58.18,Maybelline Body Lotion Edition B8
Sephora,Makeup,Concealer,Normal,Yes,1.9,86.5,Sephora Concealer Edition D5
Lancome,Makeup,Concealer,Oily,No,2.6,68.36,Lancome Concealer Edition D9
Maybelline,Makeup,Foundation,Oily,Yes,2,46.36,Maybelline Foundation Edition E2
Lancome,Skincare,Sunscreen,Dry,No,3.7,95.55,Lancome Sunscreen SPF30 Edition E8
Dior,Makeup,Body Lotion,Dry,No,4.3,73.33,Dior Body Lotion Edition A3
Revlon,Makeup,Face Powder,Normal,Yes,3.7,93.37,Revlon Face Powder Edition A3
Estee Lauder,Skincare,Foundation,Oily,No,4.3,55.12,Estee Lauder Foundation Edition A7
MAC,Skincare,Sunscreen,Dry,Yes,2.6,29.6,MAC Sunscreen SPF30 Edition E1
Maybelline,Skincare,Face Powder,Dry,Yes,1.6,10.02,Maybelline Face Powder Edition E9
Sephora,Makeup,Concealer,Dry,No,4,73.98,Sephora Concealer Edition D3
L'Oreal,Makeup,Concealer,Dry,Yes,2.4,16.52,L'Oreal Concealer Edition A5
Sephora,Makeup,Face Powder,Dry,No,3.7,33.76,Sephora Face Powder Edition A6
Dior,Skincare,Foundation,Dry,Yes,2.1,55.58,Dior Foundation Edition A7
Lancome,Skincare,Concealer,Normal,Yes,1.3,58.62,Lancome Concealer Edition D9
L'Oreal,Makeup,Body Lotion,Oily,Yes,5,62.06,L'Oreal Body Lotion Edition C9
MAC,Skincare,Face Cream,Oily,No,1.6,20.79,MAC Face Cream Edition B9
MAC,Skincare,Face Powder,Dry,Yes,5,41.08,MAC Face Powder Edition D1
Maybelline,Skincare,Face Powder,Oily,No,4.9,63.63,Maybelline Face Powder Edition A3
Dior,Makeup,Concealer,Oily,Yes,4.2,97.13,Dior Concealer Edition D6
Revlon,Skincare,Foundation,Oily,Yes,3.6,74.12,Revlon Foundation Edition E2
Dior,Skincare,Body Lotion,Dry,No,3.3,92.65,Dior Body Lotion Edition A4
Lancome,Makeup,Foundation,Dry,No,4.5,77.41,Lancome Foundation Edition D5
Sephora,Makeup,Sunscreen,Oily,No,2.2,61.21,Sephora Sunscreen SPF100 Edition B4
MAC,Skincare,Sunscreen,Oily,No,2.9,23.24,MAC Sunscreen SPF70 Edition D4
Sephora,Skincare,Face Cream,Dry,No,3.5,68.34,Sephora Face Cream Edition C8
Sephora,Makeup,Concealer,Normal,Yes,2.6,64.22,Sephora Concealer Edition B5
Sephora,Makeup,Concealer,Oily,Yes,2.7,62.23,Sephora Concealer Edition E2
MAC,Skincare,Concealer,Normal,No,2.3,51.53,MAC Concealer Edition B7
NARS,Skincare,Face Cream,Oily,Yes,3.3,55.22,NARS Face Cream Edition B1
Clinique,Skincare,Sunscreen,Normal,Yes,4.4,36.77,Clinique Sunscreen SPF70 Edition E1
Lancome,Skincare,Foundation,Normal,Yes,1.8,54.33,Lancome Foundation Edition D4
NARS,Makeup,Face Cream,Normal,No,4.7,23.77,NARS Face Cream Edition B7
Lancome,Skincare,Face Cream,Dry,Yes,3.8,81.49,Lancome Face Cream Edition A2
L'Oreal,Skincare,Foundation,Normal,Yes,4.3,22.65,L'Oreal Foundation Edition D1
Dior,Makeup,Concealer,Normal,Yes,3.2,13.07,Dior Concealer Edition B7
Dior,Skincare,Body Lotion,Normal,No,4.1,46.44,Dior Body Lotion Edition E6
Estee Lauder,Makeup,Foundation,Oily,Yes,1.1,67.54,Estee Lauder Foundation Edition D1
Dior,Skincare,Sunscreen,Normal,Yes,4.3,46.58,Dior Sunscreen SPF100 Edition E1
MAC,Skincare,Face Powder,Oily,No,1.2,31.29,MAC Face Powder Edition A7
Revlon,Makeup,Face Powder,Normal,No,4.6,58.03,Revlon Face Powder Edition E1
Maybelline,Makeup,Face Cream,Normal,Yes,5,37.97,Maybelline Face Cream Edition A2
Estee Lauder,Skincare,Face Powder,Dry,Yes,2.2,93.62,Estee Lauder Face Powder Edition E3
Maybelline,Skincare,Body Lotion,Oily,No,1.8,92.65,Maybelline Body Lotion Edition E1
Lancome,Skincare,Concealer,Normal,No,4.1,52.73,Lancome Concealer Edition A8
Maybelline,Makeup,Sunscreen,Oily,No,2,36.15,Maybelline Sunscreen SPF100 Edition E2
Maybelline,Skincare,Body Lotion,Oily,No,4.5,75.03,Maybelline Body Lotion Edition A4
Estee Lauder,Makeup,Sunscreen,Dry,No,1.4,8.49,Estee Lauder Sunscreen SPF100 Edition A2
L'Oreal,Makeup,Sunscreen,Dry,No,1.5,50.1,L'Oreal Sunscreen SPF70 Edition A4
Sephora,Skincare,Concealer,Dry,No,4.9,36.95,Sephora Concealer Edition B9
Dior,Makeup,Face Cream,Dry,Yes,3.7,92.45,Dior Face Cream Edition C9
Dior,Skincare,Face Powder,Dry,No,4.4,6.14,Dior Face Powder Edition D2
MAC,Skincare,Concealer,Dry,No,2.3,57.52,MAC Concealer Edition C6
Estee Lauder,Skincare,Body Lotion,Dry,Yes,3.7,75.36,Estee Lauder Body Lotion Edition B2
MAC,Skincare,Face Cream,Dry,No,3.4,51.08,MAC Face Cream Edition B1
Revlon,Skincare,Body Lotion,Normal,No,3.4,13.11,Revlon Body Lotion Edition E8
Revlon,Makeup,Face Cream,Oily,Yes,3.7,97.38,Revlon Face Cream Edition B5
MAC,Makeup,Body Lotion,Dry,No,3.3,54.21,MAC Body Lotion Edition D8
Estee Lauder,Skincare,Concealer,Dry,Yes,2.7,63.35,Estee Lauder Concealer Edition B5
MAC,Skincare,Face Cream,Oily,Yes,2.1,27.48,MAC Face Cream Edition B3
Dior,Makeup,Face Cream,Normal,Yes,4.1,50.93,Dior Face Cream Edition C5
NARS,Makeup,Sunscreen,Oily,Yes,1.9,45.77,NARS Sunscreen SPF70 Edition C4
Clinique,Makeup,Sunscreen,Oily,No,3.8,12.12,Clinique Sunscreen SPF15 Edition E2
Maybelline,Makeup,Foundation,Dry,Yes,1.9,15.09,Maybelline Foundation Edition B2
Clinique,Skincare,Body Lotion,Oily,Yes,3.5,84.56,Clinique Body Lotion Edition B9
Estee Lauder,Skincare,Sunscreen,Oily,No,4,27.78,Estee Lauder Sunscreen SPF70 Edition C7
Clinique,Makeup,Foundation,Dry,Yes,1.9,23.52,Clinique Foundation Edition E6
Revlon,Skincare,Sunscreen,Dry,Yes,1.2,52.97,Revlon Sunscreen SPF15 Edition D7
Lancome,Makeup,Body Lotion,Dry,Yes,1.5,78.03,Lancome Body Lotion Edition C3
Maybelline,Skincare,Face Cream,Dry,Yes,3.4,10.88,Maybelline Face Cream Edition A6
Sephora,Makeup,Face Powder,Oily,No,4.4,59.8,Sephora Face Powder Edition E9
Estee Lauder,Skincare,Body Lotion,Oily,Yes,1.2,16.32,Estee Lauder Body Lotion Edition C7
Maybelline,Makeup,Concealer,Normal,No,3.9,8.46,Maybelline Concealer Edition B8
Clinique,Makeup,Sunscreen,Normal,No,2.4,10.01,Clinique Sunscreen SPF30 Edition A3
Revlon,Skincare,Sunscreen,Oily,Yes,2.9,84.25,Revlon Sunscreen SPF70 Edition B9
L'Oreal,Makeup,Face Cream,Normal,Yes,4.7,16.21,L'Oreal Face Cream Edition E9
NARS,Skincare,Concealer,Oily,Yes,2.3,9.29,NARS Concealer Edition B2
Sephora,Skincare,Face Cream,Normal,Yes,2.9,46.6,Sephora Face Cream Edition A3
NARS,Makeup,Concealer,Dry,No,1.1,85.18,NARS Concealer Edition A5
Maybelline,Skincare,Face Powder,Normal,No,1.3,29.93,Maybelline Face Powder Edition B8
Revlon,Skincare,Sunscreen,Dry,No,2,45.06,Revlon Sunscreen SPF30 Edition C9
Revlon,Skincare,Sunscreen,Dry,Yes,1.1,8.79,Revlon Sunscreen SPF15 Edition B5
Clinique,Skincare,Face Powder,Dry,No,3.5,47.66,Clinique Face Powder Edition A9
Dior,Skincare,Foundation,Dry,Yes,2.7,59.87,Dior Foundation Edition B7
Clinique,Makeup,Face Cream,Normal,Yes,3.2,59.24,Clinique Face Cream Edition D3
Dior,Skincare,Face Powder,Oily,Yes,1.7,36.58,Dior Face Powder Edition B6
Dior,Skincare,Face Cream,Dry,Yes,2.2,34.98,Dior Face Cream Edition D1
Sephora,Skincare,Body Lotion,Normal,Yes,3.7,15.13,Sephora Body Lotion Edition C2
Clinique,Skincare,Sunscreen,Dry,No,4.9,39.85,Clinique Sunscreen SPF50 Edition C9
L'Oreal,Skincare,Face Cream,Normal,No,1.2,14.45,L'Oreal Face Cream Edition E2
MAC,Makeup,Concealer,Normal,Yes,4.6,77.83,MAC Concealer Edition D2
MAC,Skincare,Face Cream,Normal,No,3.3,96.8,MAC Face Cream Edition A6
Clinique,Makeup,Body Lotion,Oily,Yes,3.3,97.16,Clinique Body Lotion Edition B8
Clinique,Makeup,Sunscreen,Normal,Yes,3,87.18,Clinique Sunscreen SPF15 Edition B2
NARS,Makeup,Face Powder,Normal,Yes,1.3,62.08,NARS Face Powder Edition E3
Sephora,Makeup,Body Lotion,Oily,No,1.4,71.58,Sephora Body Lotion Edition D8
Clinique,Skincare,Sunscreen,Oily,Yes,3.4,32.09,Clinique Sunscreen SPF70 Edition C3
NARS,Makeup,Face Cream,Normal,Yes,2.4,64.92,NARS Face Cream Edition A4
Dior,Makeup,Foundation,Oily,No,4.7,48.29,Dior Foundation Edition A3
Revlon,Skincare,Foundation,Dry,No,2.6,50.79,Revlon Foundation Edition A5
Revlon,Skincare,Concealer,Dry,No,1.6,76.99,Revlon Concealer Edition D5
Dior,Skincare,Sunscreen,Oily,Yes,3.9,31.78,Dior Sunscreen SPF50 Edition C4
Estee Lauder,Makeup,Foundation,Oily,Yes,2.2,35.21,Estee Lauder Foundation Edition E4
NARS,Skincare,Face Powder,Normal,No,3.1,92.84,NARS Face Powder Edition D8
NARS,Skincare,Sunscreen,Oily,Yes,3.8,10.34,NARS Sunscreen SPF70 Edition D5
Dior,Makeup,Face Powder,Normal,No,4.6,51.14,Dior Face Powder Edition D4
L'Oreal,Skincare,Face Powder,Dry,No,4.2,91.72,L'Oreal Face Powder Edition C9
Lancome,Skincare,Foundation,Oily,Yes,3.7,62.98,Lancome Foundation Edition D9
